Id,SalePrice
1461,123718.90586078425
1462,136231.3133042812
1463,171441.04797559505
1464,182073.34927816933
1465,195765.2755155541
1466,178118.86251164277
1467,180688.24658234377
1468,165341.1279421167
1469,180853.81455923963
1470,118647.88678733427
1471,152673.31440453307
1472,96248.30256039798
1473,95420.29073393226
1474,151443.9970704321
1475,135460.1603303038
1476,360329.93823710456
1477,265272.9013670456
1478,314973.4565395927
1479,295316.955768294
1480,492664.67442216823
1481,320606.6536684053
1482,225208.297602793
1483,170787.51038647135
1484,165341.1279421167
1485,181379.28132533282
1486,192453.03333117004
1487,333962.9389760684
1488,232155.89573708343
1489,188444.60260962852
1490,207601.2272045398
1491,188444.60260962852
1492,96899.13261303733
1493,171441.04797559505
1494,304181.74601115903
1495,269249.6251426246
1496,224052.205029408
1497,186424.6070325605
1498,181135.07438129818
1499,157800.8204442664
1500,162123.5683499309
1501,170787.51038647135
1502,162123.5683499309
1503,325107.43131925754
1504,242200.4353293329
1505,222214.6162230001
1506,180853.81455923963
1507,216936.89604050777
1508,188444.60260962852
1509,161086.49045019192
1510,152906.5753832698
1511,163622.55806085444
1512,170787.51038647135
1513,131476.06593097572
1514,179290.6938531665
1515,180853.81455923963
1516,157715.99534112052
1517,155322.08738139324
1518,127310.82575455218
1519,221073.163413145
1520,132649.26778583648
1521,135745.42493618163
1522,180688.24658234377
1523,115917.91777702571
1524,123718.90586078425
1525,118647.88678733427
1526,119659.35089591373
1527,101163.91205434821
1528,141431.99329315894
1529,155322.08738139324
1530,206831.33895349206
1531,122936.2602932313
1532,107317.69514096418
1533,149046.7871395438
1534,119850.54219823834
1535,146024.6438765419
1536,115917.91777702571
1537,60574.79376750489
1538,174786.14764315827
1539,200927.69686590962
1540,89739.79608585924
1541,141431.99329315894
1542,141431.99329315894
1543,190473.66845318282
1544,69781.42087542384
1545,109618.69143857367
1546,139052.00169363536
1547,135306.56747209243
1548,128882.02779192428
1549,120518.84001422144
1550,132649.26778583648
1551,116265.89107233114
1552,139052.00169363536
1553,141431.99329315894
1554,116778.84463466222
1555,161086.49045019192
1556,89739.79608585924
1557,119850.54219823834
1558,97267.65307880986
1559,89782.59971036426
1560,136052.352467446
1561,123718.90586078425
1562,135847.84823232493
1563,124522.239821311
1564,162123.5683499309
1565,152906.5753832698
1566,230265.22409594772
1567,59160.13389669106
1568,228514.9130773913
1569,130417.06923262861
1570,129397.60799610369
1571,119850.54219823834
1572,146608.80094186822
1573,245749.03284729552
1574,112798.63664058945
1575,216324.6245970445
1576,233746.12896624842
1577,188444.60260962852
1578,141431.99329315894
1579,146024.6438765419
1580,188444.60260962852
1581,150437.02302599757
1582,130417.06923262861
1583,286018.2429336323
1584,227057.4477939225
1585,141431.99329315894
1586,77596.05645250504
1587,108887.08051308562
1588,149873.51254174576
1589,95420.29073393226
1590,129263.60966345454
1591,104624.22069513978
1592,127310.82575455218
1593,136309.15069711328
1594,117563.47973713584
1595,113137.24626552213
1596,221073.163413145
1597,192656.21092468605
1598,212418.51566622377
1599,164786.27131106996
1600,160360.61581507462
1601,60574.79376750489
1602,110921.8471851589
1603,65795.53696403476
1604,269249.6251426246
1605,239715.48833927445
1606,164710.8432660304
1607,181379.28132533282
1608,213741.88875015755
1609,180853.81455923963
1610,155322.08738139324
1611,146024.6438765419
1612,164710.8432660304
1613,162123.5683499309
1614,119850.54219823834
1615,91470.65538438779
1616,78354.69149276442
1617,91470.65538438779
1618,128882.02779192428
1619,139052.00169363536
1620,150437.02302599757
1621,142479.96384786908
1622,155322.08738139324
1623,269249.6251426246
1624,201777.3425772481
1625,123718.90586078425
1626,168006.40805212245
1627,180853.81455923963
1628,269249.6251426246
1629,181379.6702286112
1630,366937.6597248447
1631,236227.81563713116
1632,245786.18715738668
1633,180688.24658234377
1634,180853.81455923963
1635,171441.04797559505
1636,161086.49045019192
1637,181379.28132533282
1638,208817.0905321053
1639,171441.04797559505
1640,242200.4353293329
1641,178118.86251164277
1642,255785.89575245118
1643,232601.32831399355
1644,242200.4353293329
1645,210523.41051894156
1646,163657.21509471108
1647,162123.5683499309
1648,129489.85872849275
1649,141431.99329315894
1650,119850.54219823834
1651,119850.54219823834
1652,92264.39451600211
1653,96700.59303375894
1654,156632.66885285956
1655,152418.99679914376
1656,146024.6438765419
1657,161086.49045019192
1658,159314.17225646324
1659,141069.45071630177
1660,155322.08738139324
1661,492664.67442216823
1662,390605.4753614201
1663,356521.0960921004
1664,406022.9198919744
1665,304181.74601115903
1666,337211.45030107873
1667,354402.7366308743
1668,350533.7863974375
1669,314973.4565395927
1670,366937.6597248447
1671,279617.78977463604
1672,271700.6353560038
1673,304181.74601115903
1674,249470.785400427
1675,182073.34927816933
1676,188444.60260962852
1677,216849.01712350643
1678,324586.01965102163
1679,388095.5411549462
1680,304181.74601115903
1681,279914.2069524868
1682,314973.4565395927
1683,188444.60260962852
1684,180688.24658234377
1685,171441.04797559505
1686,167365.96332044882
1687,170787.51038647135
1688,188444.60260962852
1689,188444.60260962852
1690,196255.61205463076
1691,180164.3954763243
1692,269249.6251426246
1693,170787.51038647135
1694,180853.81455923963
1695,170787.51038647135
1696,286018.2429336323
1697,170787.51038647135
1698,354402.7366308743
1699,334191.64418745454
1700,261402.8608341648
1701,269249.6251426246
1702,245786.18715738668
1703,249470.785400427
1704,269249.6251426246
1705,245786.18715738668
1706,363179.33081052604
1707,200657.271575774
1708,184447.75449570967
1709,269249.6251426246
1710,234961.13496739542
1711,286018.2429336323
1712,261402.8608341648
1713,261402.8608341648
1714,222554.82815837
1715,210294.061762374
1716,188444.60260962852
1717,180853.81455923963
1718,139052.00169363536
1719,204347.10706093142
1720,227442.0539555322
1721,164786.27131106996
1722,127143.58326763086
1723,156632.66885285956
1724,201777.3425772481
1725,242200.4353293329
1726,188444.60260962852
1727,165899.4776114369
1728,171781.34537086618
1729,167365.96332044882
1730,158650.75235916744
1731,119850.54219823834
1732,132649.26778583648
1733,116265.89107233114
1734,139608.26558837184
1735,129489.85872849275
1736,108963.22373963884
1737,350142.045666052
1738,246421.6460793397
1739,240404.17438553454
1740,192574.5443112682
1741,181379.6702286112
1742,167365.96332044882
1743,171441.04797559505
1744,333962.9389760684
1745,221951.7510946492
1746,227215.31669825336
1747,225589.77155521093
1748,195632.28308393594
1749,152418.99679914376
1750,136052.352467446
1751,240227.96156857876
1752,123718.90586078425
1753,141431.99329315894
1754,206455.2936208012
1755,164710.8432660304
1756,128882.02779192428
1757,120008.19161957779
1758,146024.6438765419
1759,164710.8432660304
1760,162123.5683499309
1761,149873.51254174576
1762,170787.51038647135
1763,181379.6702286112
1764,119850.54219823834
1765,135866.79685909458
1766,187163.40161382017
1767,209882.4152910997
1768,141431.99329315894
1769,170787.51038647135
1770,150437.02302599757
1771,125076.42118126112
1772,132649.26778583648
1773,130359.8981905736
1774,141431.99329315894
1775,148097.48126360017
1776,135306.56747209243
1777,115099.20599600687
1778,139052.00169363536
1779,127588.74555370928
1780,171441.04797559505
1781,127063.7259500005
1782,89739.79608585924
1783,139052.00169363536
1784,97267.65307880986
1785,117563.47973713584
1786,150437.02302599757
1787,172619.7815289494
1788,60574.79376750489
1789,96248.30256039798
1790,68698.11668892203
1791,180164.3954763243
1792,157800.8204442664
1793,141431.99329315894
1794,150437.02302599757
1795,141431.99329315894
1796,125413.89329664332
1797,127143.58326763086
1798,119850.54219823834
1799,112798.63664058945
1800,125781.8287110765
1801,127143.58326763086
1802,135745.42493618163
1803,141431.99329315894
1804,146024.6438765419
1805,141431.99329315894
1806,118647.88678733427
1807,133140.32941627473
1808,119850.54219823834
1809,116778.84463466222
1810,141431.99329315894
1811,104679.75932809146
1812,106394.45573648304
1813,126904.21950150483
1814,104595.9972682563
1815,60626.55218629897
1816,84875.09849591003
1817,108963.22373963884
1818,130417.06923262861
1819,116625.43742741158
1820,60574.79376750489
1821,112798.63664058945
1822,150437.02302599757
1823,60574.79376750489
1824,126674.00666302846
1825,139052.00169363536
1826,96248.30256039798
1827,113137.24626552213
1828,130417.06923262861
1829,116625.43742741158
